0,air_traffic_control_tower
1,bell_tower
2,bridge
3,casino
4,commerical
5,education
6,exhibition
7,government
8,hospital
9,hotel
10,industrial
11,library
12,museum
13,office
14,religious
15,residential
16,retail
17,serviced_apartments
18,telecommunications
